次数,画面タイトル,画面タイプ,指標名,計算レイヤー,スコープ,指標タイプ,指標タイプ詳細（定義）,演算ロジック,演算式詳細,経営重要度,データソース区分,機能説明,ラクミーテーブル名.カラム名,依存先指標,被参照指標,V89No
2次,予算一覧（予算構成）,一覧表示画面,保守修繕費,L1,同画面内,費用設定参照,費用設定で設定した経費項目を参照,費目フィルタ,monthly_costs.value WHERE cost_item = '保守修繕費',C,計算項目,予算の構成比を一覧表示,monthly_costs.value,-,-,419
2次,予算一覧（予算構成）,一覧表示画面,外注費,L1,同画面内,費用設定参照,費用設定で設定した経費項目を参照,費目フィルタ,monthly_costs.value WHERE cost_item = '外注費',C,計算項目,予算の構成比を一覧表示,monthly_costs.value,-,-,420
2次,予算一覧（予算構成）,一覧表示画面,支払手数料,L1,同画面内,費用設定参照,費用設定で設定した経費項目を参照,費目フィルタ,monthly_costs.value WHERE cost_item = '支払手数料',C,計算項目,予算の構成比を一覧表示,monthly_costs.value,-,-,421
2次,予算一覧（予算構成）,一覧表示画面,水道代,L1,同画面内,費用設定参照,費用設定で設定した経費項目を参照,費目フィルタ,monthly_costs.value WHERE cost_item = '水道代',C,計算項目,予算の構成比を一覧表示,monthly_costs.value,-,-,422
2次,予算一覧（予算構成）,一覧表示画面,消耗品費,L1,同画面内,費用設定参照,費用設定で設定した経費項目を参照,費目フィルタ,monthly_costs.value WHERE cost_item = '消耗品費',C,計算項目,予算の構成比を一覧表示,monthly_costs.value,-,-,423
2次,予算一覧（予算構成）,一覧表示画面,衛生費,L1,同画面内,費用設定参照,費用設定で設定した経費項目を参照,費目フィルタ,monthly_costs.value WHERE cost_item = '衛生費',C,計算項目,予算の構成比を一覧表示,monthly_costs.value,-,-,424
2次,予算一覧（予算構成）,一覧表示画面,調査費,L1,同画面内,費用設定参照,費用設定で設定した経費項目を参照,費目フィルタ,monthly_costs.value WHERE cost_item = '調査費',C,計算項目,予算の構成比を一覧表示,monthly_costs.value,-,-,425
2次,予算一覧（予算構成）,一覧表示画面,諸会費,L1,同画面内,費用設定参照,費用設定で設定した経費項目を参照,費目フィルタ,monthly_costs.value WHERE cost_item = '諸会費',C,計算項目,予算の構成比を一覧表示,monthly_costs.value,-,-,426
2次,予算一覧（予算構成）,一覧表示画面,警備料,L1,同画面内,費用設定参照,費用設定で設定した経費項目を参照,費目フィルタ,monthly_costs.value WHERE cost_item = '警備料',C,計算項目,予算の構成比を一覧表示,monthly_costs.value,-,-,427
2次,予算一覧（予算構成）,一覧表示画面,販売促進費,L1,同画面内,費用設定参照,費用設定で設定した経費項目を参照,費目フィルタ,monthly_costs.value WHERE cost_item = '販売促進費',C,計算項目,予算の構成比を一覧表示,monthly_costs.value,-,-,428
2次,予算一覧（予算構成）,一覧表示画面,販売管理費,L1,同画面内,費用設定参照,費用設定で設定した経費項目を参照,費目フィルタ,monthly_costs.value WHERE cost_item = '販売管理費',C,計算項目,予算の構成比を一覧表示,monthly_costs.value,-,-,429
2次,予算一覧（予算構成）,一覧表示画面,通信費,L1,同画面内,費用設定参照,費用設定で設定した経費項目を参照,費目フィルタ,monthly_costs.value WHERE cost_item = '通信費',C,計算項目,予算の構成比を一覧表示,monthly_costs.value,-,-,430
2次,予算一覧（予算構成）,一覧表示画面,雑費,L1,同画面内,費用設定参照,費用設定で設定した経費項目を参照,費目フィルタ,monthly_costs.value WHERE cost_item = '雑費',C,計算項目,予算の構成比を一覧表示,monthly_costs.value,-,-,431
2次,予算一覧（予算構成）,一覧表示画面,電気代,L1,同画面内,費用設定参照,費用設定で設定した経費項目を参照,費目フィルタ,monthly_costs.value WHERE cost_item = '電気代',C,計算項目,予算の構成比を一覧表示,monthly_costs.value,-,-,432
2次,予算一覧（予算構成）,一覧表示画面,フード売上ランチ,L1,同画面内,外部データ参照,POS/インフォマート等の外部データを参照表示,参照表示,SUM(TITEM.sales_excluded) WHERE category = 'フード' AND order_time BETWEEN 11:00 AND 15:00,C,POS（売上・客数）,予算の構成比を一覧表示,head_office_item_sales_logs.sales_excluded,[外部]TITEM.sales_excluded,-,434
2次,予算一覧（予算構成）,一覧表示画面,フード売上ディナー,L1,同画面内,外部データ参照,POS/インフォマート等の外部データを参照表示,参照表示,SUM(TITEM.sales_excluded) WHERE category = 'フード' AND order_time BETWEEN 17:00 AND 23:00,C,POS（売上・客数）,予算の構成比を一覧表示,head_office_item_sales_logs.sales_excluded,[外部]TITEM.sales_excluded,-,435
2次,予算一覧（予算構成）,一覧表示画面,ドリンク売上ランチ,L1,同画面内,外部データ参照,POS/インフォマート等の外部データを参照表示,参照表示,SUM(TITEM.sales_excluded) WHERE category = 'ドリンク' AND order_time BETWEEN 11:00 AND 15:00,C,POS（売上・客数）,予算の構成比を一覧表示,head_office_item_sales_logs.sales_excluded,[外部]TITEM.sales_excluded,-,436
2次,予算一覧（予算構成）,一覧表示画面,ドリンク売上ディナー,L1,同画面内,外部データ参照,POS/インフォマート等の外部データを参照表示,参照表示,SUM(TITEM.sales_excluded) WHERE category = 'ドリンク' AND order_time BETWEEN 17:00 AND 23:00,C,POS（売上・客数）,予算の構成比を一覧表示,head_office_item_sales_logs.sales_excluded,[外部]TITEM.sales_excluded,-,437
2次,予算一覧（予算構成）,一覧表示画面,フード仕入,L1,同画面内,外部データ参照,POS/インフォマート等の外部データを参照表示,参照表示,SUM(infomart_transactions.total_tax_excluded) WHERE category = 'フード',C,インフォマート（仕入）,予算の構成比を一覧表示,infomart_transactions.total_tax_excluded,[外部]infomart_transactions.total_tax_excluded,-,438
2次,予算一覧（予算構成）,一覧表示画面,ドリンク仕入,L1,同画面内,外部データ参照,POS/インフォマート等の外部データを参照表示,参照表示,SUM(infomart_transactions.total_tax_excluded) WHERE category = 'ドリンク',C,インフォマート（仕入）,予算の構成比を一覧表示,infomart_transactions.total_tax_excluded,[外部]infomart_transactions.total_tax_excluded,-,439
2次,予算一覧（予算構成）,一覧表示画面,固定人件費,L1,同画面内,外部データ参照,POS/インフォマート等の外部データを参照表示,参照表示,SUM(head_office_connected_service_labor_costs_logs.labor_costs) WHERE employee_type = '月給者',C,KOT（勤怠・人件費）,予算の構成比を一覧表示,head_office_connected_service_labor_costs_logs.labor_costs,[外部]head_office_connected_service_labor_costs_logs.labor_costs,-,440
2次,予算一覧（予算構成）,一覧表示画面,PA人件費,L1,同画面内,外部データ参照,POS/インフォマート等の外部データを参照表示,参照表示,SUM(head_office_employee_working_records.daily_cost),C,KOT（勤怠・人件費）,予算の構成比を一覧表示,head_office_employee_working_records.daily_cost,[外部]head_office_employee_working_records.daily_cost,-,441
2次,予算一覧（予算構成）,一覧表示画面,地代家賃,L1,同画面内,費用設定参照,費用設定で設定した経費項目を参照,費目=家賃,monthly_costs.value WHERE cost_item = '家賃',C,計算項目,予算の構成比を一覧表示,monthly_costs.value,-,-,443
2次,予算一覧（予算構成）,一覧表示画面,資材費,L1,同画面内,費用設定参照,費用設定で設定した経費項目を参照,費目=資材費,monthly_costs.value WHERE cost_item = '資材費',C,計算項目,予算の構成比を一覧表示,monthly_costs.value,-,-,444
2次,予算一覧（予算構成）,一覧表示画面,減価償却費,L1,同画面内,費用設定参照,費用設定で設定した経費項目を参照,費目=減価償却費,monthly_costs.value WHERE cost_item = '減価償却費',C,計算項目,予算の構成比を一覧表示,monthly_costs.value,-,-,445
2次,予算一覧（予算構成）,一覧表示画面,ｸﾚｼﾞｯﾄ手数料,L1,同画面内,費用設定参照,費用設定で設定した経費項目を参照,費目フィルタ,monthly_costs.value WHERE cost_item = 'クレジット手数料',C,計算項目,予算の構成比を一覧表示,monthly_costs.value,-,-,446
2次,予算一覧（予算構成）,一覧表示画面,メニューコピー,L1,同画面内,費用設定参照,費用設定で設定した経費項目を参照,費目フィルタ,monthly_costs.value WHERE cost_item = 'メニューコピー',C,計算項目,予算の構成比を一覧表示,monthly_costs.value,-,-,446a
2次,予算一覧（予算構成）,一覧表示画面,租税公課,L1,同画面内,費用設定参照,費用設定で設定した経費項目を参照,費目フィルタ,monthly_costs.value WHERE cost_item = '租税公課',C,計算項目,予算の構成比を一覧表示,monthly_costs.value,-,-,446b
2次,予算一覧（予算構成）,一覧表示画面,接待交際費,L1,同画面内,費用設定参照,費用設定で設定した経費項目を参照,費目フィルタ,monthly_costs.value WHERE cost_item = '接待交際費',C,計算項目,予算の構成比を一覧表示,monthly_costs.value,-,-,446c
2次,予算一覧（予算構成）,一覧表示画面,旅費交通費,L1,同画面内,費用設定参照,費用設定で設定した経費項目を参照,費目フィルタ,monthly_costs.value WHERE cost_item = '旅費交通費',C,計算項目,予算の構成比を一覧表示,monthly_costs.value,-,-,446d
2次,予算一覧（予算構成）,一覧表示画面,会議費,L1,同画面内,費用設定参照,費用設定で設定した経費項目を参照,費目フィルタ,monthly_costs.value WHERE cost_item = '会議費',C,計算項目,予算の構成比を一覧表示,monthly_costs.value,-,-,446e
2次,予算一覧（予算構成）,一覧表示画面,図書教育費,L1,同画面内,費用設定参照,費用設定で設定した経費項目を参照,費目フィルタ,monthly_costs.value WHERE cost_item = '図書教育費',C,計算項目,予算の構成比を一覧表示,monthly_costs.value,-,-,446f
2次,予算一覧（予算構成）,一覧表示画面,研修費,L1,同画面内,費用設定参照,費用設定で設定した経費項目を参照,費目フィルタ,monthly_costs.value WHERE cost_item = '研修費',C,計算項目,予算の構成比を一覧表示,monthly_costs.value,-,-,446g
2次,予算一覧（予算構成）,一覧表示画面,業態研究費,L1,同画面内,費用設定参照,費用設定で設定した経費項目を参照,費目フィルタ,monthly_costs.value WHERE cost_item = '業態研究費',C,計算項目,予算の構成比を一覧表示,monthly_costs.value,-,-,446h
2次,予算一覧（予算構成）,一覧表示画面,採用費,L1,同画面内,費用設定参照,費用設定で設定した経費項目を参照,費目フィルタ,monthly_costs.value WHERE cost_item = '採用費',C,計算項目,予算の構成比を一覧表示,monthly_costs.value,-,-,446i
2次,予算一覧（予算設定値）,一覧表示画面,月次目標利益,L1,同画面内,予算設定参照,月次予算設定.目標月次利益を参照表示,マスタ参照,monthly_budgets.value,B,予算設定（入力）,設定した予算値の一覧表示,monthly_budgets.profit,月次予算設定.目標月次利益,-,447
2次,予算一覧（予算設定値）,一覧表示画面,目標FD仕入費率,L1,同画面内,予算設定参照,月次予算設定.FD仕入比率を参照表示,マスタ参照,monthly_budgets.ratio,B,予算設定（入力）,設定した予算値の一覧表示,"monthly_budgets.food_cost_rate（またはlabor_cost_rate）, monthly_budgets.profit",[入力]monthly_budgets.food_cost_rate（またはlabor_cost_rate）,-,448
