次数,ターゲット,画面タイトル,画面タイプ,1次指標名,2次指標名,3次指標名,4次指標名,5次指標名,計算レイヤー,スコープ,指標タイプ,指標タイプ詳細（定義）,演算ロジック,演算式詳細,経営重要度,データソース区分,機能説明,ラクミーテーブル名.カラム名,データ負荷レベル,スナップショット対象,依存先指標,被参照指標,判断基準・閾値目安,データ基盤要件,V69No/戦略No
2次,本部管理者,月次レポート,分析画面,,仕入総額,,,,L1,同画面内,外部連携単独,インフォマート仕入データから単独取得,SUM,SUM(tax_excluded_total.amount),C,インフォマート（仕入）,月次の経営レポート,infomart_transactions.total_tax_excluded,高,○,[外部]tax_excluded_total.amount,月次レポート.原価（金額）,-,既存(V89/V69),147
2次,本部管理者,月次レポート,分析画面,,売上合計（税抜）,,,,L1,同画面内,外部連携単独,POSデータから単独取得,SUM月間,SUM(ZTOTAL.sales_excluded) GROUP BY year_month,A,POS（売上・客数）,月次の経営レポート,head_office_connected_service_sales_logs.sales_excluded,高,○,[外部]ZTOTAL.sales_excluded,-,-,既存(V89/V69),150
2次,本部管理者,費目別仕入分析,分析画面,,金額（税抜）,,,,L1,同画面内,費用設定参照,費用設定で設定した経費項目を参照,SUM費目別,SUM(monthly_costs.value) GROUP BY cost_item_id,C,計算項目,費目別の仕入分析,monthly_costs.value,低,×,-,費目別仕入分析.比率,-,既存(V89/V69),152
3次,本部管理者,予実対比,分析画面,,,営業利益,,,L2-C,全店舗(画面内),複数種類混在,POS+インフォマート+KOT+費用設定の組合せ,売上-仕入-人件費-経費,当月実績.売上（税抜） - 予実対比.FD仕入 - 予実対比.人件費 - 予実対比.その他経費,S,計算項目,予算と実績の対比分析,"head_office_connected_service_sales_logs.sales_excluded, infomart_transactions.total_tax_excluded, head_office_connected_service_labor_costs_logs.labor_costs, monthly_costs.value",高,◎,"当月実績.売上（税抜）, 予実対比.FD仕入, 予実対比.人件費","当月実績.営業利益, 店舗別サマリー.営業利益",-,既存(V89/V69),87
3次,本部管理者,商品仕入単価,一覧表示画面,,,アイテム,,,L2-C,全店舗(画面内),外部データ参照,POS/インフォマート等の外部データを参照表示,参照表示,detail_list.item_name,D,インフォマート（仕入）,商品仕入単価の一覧,infomart_order_details.item_name,低,×,[外部]detail_list.item_name,平均単価推移.仕入商品ラベル,-,既存(V89/V69),162
3次,本部管理者,商品仕入単価,一覧表示画面,,,金額（税抜）,,,L2-C,全店舗(画面内),外部データ参照,POS/インフォマート等の外部データを参照表示,参照表示,SUM(detail_list.price) GROUP BY item_name,C,インフォマート（仕入）,商品仕入単価の一覧,infomart_order_details.price,低,×,[外部]detail_list.price,商品仕入単価.単価,-,既存(V89/V69),163
3次,本部管理者,商品仕入単価,一覧表示画面,,,数量,,,L2-C,全店舗(画面内),外部データ参照,POS/インフォマート等の外部データを参照表示,参照表示,SUM(detail_list.num) GROUP BY item_name,C,インフォマート（仕入）,商品仕入単価の一覧,infomart_order_details.num,低,×,[外部]detail_list.num,"商品仕入単価.単価, 平均単価推移.数量",-,既存(V89/V69),164
3次,本部管理者,商品仕入単価,一覧表示画面,,,単価,,,L2-C,全店舗(画面内),実績参照,分析画面で算出された値を参照表示,参照表示,商品仕入単価.金額税抜 ÷ 商品仕入単価.数量,C,計算項目,商品仕入単価の一覧,"infomart_order_details.price, infomart_order_details.num",低,×,商品仕入単価.数量,平均単価推移.平均単価,-,既存(V89/V69),165
3次,本部管理者,平均単価推移,分析画面,,,平均単価推移,,,L2-C,全店舗(画面内),演算×演算,複数の演算結果の組合せ,直近6ヶ月の平均単価推移,平均単価推移.平均単価 WHERE year_month >= NOW() - 6months,C,計算項目,平均単価の推移分析,-,高,◎,平均単価推移.平均単価,-,-,既存(V89/V69),86
3次,本部管理者,年間予実対比,分析画面,,,月次実績_FLコスト 計,,,L2-S,単店舗(画面内),画面内演算,月次FD仕入+月次人件費の合計,月次実績_FD仕入 計 + 月次実績_人件費 計,FD仕入 + 人件費,A,計算項目,-,-,低,○,"年間予実対比.月次実績_FD仕入 計, 年間予実対比.月次実績_人件費 計",-,-,既存(V89/V69),257
3次,本部管理者,年間予実対比,分析画面,,,月次実績_営業利益,,,L2-S,単店舗(画面内),画面内演算,月次総売上-月次FLコスト-月次その他経費,月次実績_総売上 計 - 月次実績_FLコスト 計 - 月次実績_その他経費 計,総売上 - FLコスト - その他経費,A,計算項目,-,-,低,○,"年間予実対比.月次実績_総売上 計, 年間予実対比.月次実績_FLコスト 計, 年間予実対比.月次実績_その他経費 計",-,-,既存(V89/V69),261
3次,本部管理者,年間予実対比,分析画面,,,月次予算_FLコスト 計,,,L2-S,単店舗(画面内),画面内演算,月次予算_FD仕入+月次予算_人件費の合計,月次予算_FD仕入 計 + 月次予算_人件費 計,FD仕入予算 + 人件費予算,A,計算項目,-,-,低,○,"年間予実対比.月次予算_FD仕入 計, 年間予実対比.月次予算_人件費 計",-,-,既存(V89/V69),266
3次,本部管理者,年間予実対比,分析画面,,,月次予算_営業利益,,,L2-S,単店舗(画面内),画面内演算,月次予算_総売上-月次予算_FLコスト-月次予算_その他経費,月次予算_総売上 計 - 月次予算_FLコスト 計 - 月次予算_その他経費 計,予算_総売上 - 予算_FLコスト - 予算_その他経費,A,計算項目,-,-,低,○,"年間予実対比.月次予算_総売上 計, 年間予実対比.月次予算_FLコスト 計, 年間予実対比.月次予算_その他経費 計",-,-,既存(V89/V69),270
3次,本部管理者,年間予実対比,分析画面,,,予算構成比_総売上 計,,,L2-S,単店舗(画面内),画面内演算,月次予算_総売上÷月次予算_総売上×100,月次予算_総売上 計 ÷ 月次予算_総売上 計 × 100,100%（基準値）,A,計算項目,-,-,低,○,年間予実対比.月次予算_総売上 計,-,-,既存(V89/V69),271
3次,本部管理者,年間予実対比,分析画面,,,予算構成比_フード売上 計,,,L2-S,単店舗(画面内),画面内演算,月次予算_フード売上÷月次予算_総売上×100,月次予算_フード売上 計 ÷ 月次予算_総売上 計 × 100,月次予算_フード売上 / 月次予算_総売上 × 100 GROUP BY year_month,B,計算項目,-,-,低,○,"年間予実対比.月次予算_フード売上 計, 年間予実対比.月次予算_総売上 計",-,-,既存(V89/V69),272
3次,本部管理者,年間予実対比,分析画面,,,予算構成比_ドリンク売上 計,,,L2-S,単店舗(画面内),画面内演算,月次予算_ドリンク売上÷月次予算_総売上×100,月次予算_ドリンク売上 計 ÷ 月次予算_総売上 計 × 100,月次予算_ドリンク売上 / 月次予算_総売上 × 100 GROUP BY year_month,B,計算項目,-,-,低,○,"年間予実対比.月次予算_ドリンク売上 計, 年間予実対比.月次予算_総売上 計",-,-,既存(V89/V69),273
3次,本部管理者,年間予実対比,分析画面,,,予算構成比_その他売上 計,,,L2-S,単店舗(画面内),画面内演算,月次予算_その他売上÷月次予算_総売上×100,月次予算_その他売上 計 ÷ 月次予算_総売上 計 × 100,月次予算_その他売上 / 月次予算_総売上 × 100 GROUP BY year_month,C,計算項目,-,-,低,○,"年間予実対比.月次予算_その他売上 計, 年間予実対比.月次予算_総売上 計",-,-,既存(V89/V69),274
3次,本部管理者,年間予実対比,分析画面,,,予算構成比_FLコスト 計,,,L2-S,単店舗(画面内),画面内演算,月次予算_FLコスト÷月次予算_総売上×100,月次予算_FLコスト 計 ÷ 月次予算_総売上 計 × 100,月次予算_FLコスト / 月次予算_総売上 × 100 GROUP BY year_month,A,計算項目,-,-,低,○,"年間予実対比.月次予算_FLコスト 計, 年間予実対比.月次予算_総売上 計",-,-,既存(V89/V69),275
3次,本部管理者,年間予実対比,分析画面,,,予算構成比_FD仕入 計,,,L2-S,単店舗(画面内),画面内演算,月次予算_FD仕入÷月次予算_総売上×100,月次予算_FD仕入 計 ÷ 月次予算_総売上 計 × 100,月次予算_FD仕入 / 月次予算_総売上 × 100 GROUP BY year_month,A,計算項目,-,-,低,○,"年間予実対比.月次予算_FD仕入 計, 年間予実対比.月次予算_総売上 計",-,-,既存(V89/V69),276
3次,本部管理者,年間予実対比,分析画面,,,予算構成比_人件費 計,,,L2-S,単店舗(画面内),画面内演算,月次予算_人件費÷月次予算_総売上×100,月次予算_人件費 計 ÷ 月次予算_総売上 計 × 100,月次予算_人件費 / 月次予算_総売上 × 100 GROUP BY year_month,A,計算項目,-,-,低,○,"年間予実対比.月次予算_人件費 計, 年間予実対比.月次予算_総売上 計",-,-,既存(V89/V69),277
3次,本部管理者,年間予実対比,分析画面,,,予算構成比_その他経費 計,,,L2-S,単店舗(画面内),画面内演算,月次予算_その他経費÷月次予算_総売上×100,月次予算_その他経費 計 ÷ 月次予算_総売上 計 × 100,月次予算_その他経費 / 月次予算_総売上 × 100 GROUP BY year_month,B,計算項目,-,-,低,○,"年間予実対比.月次予算_その他経費 計, 年間予実対比.月次予算_総売上 計",-,-,既存(V89/V69),278
3次,本部管理者,年間予実対比,分析画面,,,予算構成比_営業利益,,,L2-S,単店舗(画面内),画面内演算,月次予算_営業利益÷月次予算_総売上×100,月次予算_営業利益 ÷ 月次予算_総売上 計 × 100,月次予算_営業利益 / 月次予算_総売上 × 100 GROUP BY year_month,A,計算項目,-,-,低,○,"年間予実対比.月次予算_営業利益, 年間予実対比.月次予算_総売上 計",-,-,既存(V89/V69),279
3次,本部管理者,年間予実対比,分析画面,,,予実差額_総売上 計,,,L2-S,単店舗(画面内),画面内演算,月次実績_総売上-月次予算_総売上 計,月次実績_総売上 計 - 月次予算_総売上 計,実績 - 予算,A,計算項目,-,-,低,○,"年間予実対比.月次実績_総売上 計, 年間予実対比.月次予算_総売上 計",-,-,既存(V89/V69),280
3次,本部管理者,年間予実対比,分析画面,,,予実差額_フード売上 計,,,L2-S,単店舗(画面内),画面内演算,月次実績_フード売上-月次予算_フード売上,月次実績_フード売上 計 - 月次予算_フード売上 計,実績 - 予算,B,計算項目,-,-,低,○,"年間予実対比.月次実績_フード売上 計, 年間予実対比.月次予算_フード売上 計",-,-,既存(V89/V69),281
3次,本部管理者,年間予実対比,分析画面,,,予実差額_ドリンク売上 計,,,L2-S,単店舗(画面内),画面内演算,月次実績_ドリンク売上-月次予算_ドリンク売上,月次実績_ドリンク売上 計 - 月次予算_ドリンク売上 計,実績 - 予算,B,計算項目,-,-,低,○,"年間予実対比.月次実績_ドリンク売上 計, 年間予実対比.月次予算_ドリンク売上 計",-,-,既存(V89/V69),282
3次,本部管理者,年間予実対比,分析画面,,,予実差額_その他売上 計,,,L2-S,単店舗(画面内),画面内演算,月次実績_その他売上-月次予算_その他売上,月次実績_その他売上 計 - 月次予算_その他売上 計,実績 - 予算,C,計算項目,-,-,低,○,"年間予実対比.月次実績_その他売上 計, 年間予実対比.月次予算_その他売上 計",-,-,既存(V89/V69),283
3次,本部管理者,年間予実対比,分析画面,,,予実差額_FLコスト 計,,,L2-S,単店舗(画面内),画面内演算,月次実績_FLコスト-月次予算_FLコスト,月次実績_FLコスト 計 - 月次予算_FLコスト 計,実績 - 予算,A,計算項目,-,-,低,○,"年間予実対比.月次実績_FLコスト 計, 年間予実対比.月次予算_FLコスト 計",-,-,既存(V89/V69),284
3次,本部管理者,年間予実対比,分析画面,,,予実差額_FD仕入 計,,,L2-S,単店舗(画面内),画面内演算,月次実績_FD仕入-月次予算_FD仕入,月次実績_FD仕入 計 - 月次予算_FD仕入 計,実績 - 予算,A,計算項目,-,-,低,○,"年間予実対比.月次実績_FD仕入 計, 年間予実対比.月次予算_FD仕入 計",-,-,既存(V89/V69),285
3次,本部管理者,年間予実対比,分析画面,,,予実差額_人件費 計,,,L2-S,単店舗(画面内),画面内演算,月次実績_人件費-月次予算_人件費,月次実績_人件費 計 - 月次予算_人件費 計,実績 - 予算,A,計算項目,-,-,低,○,"年間予実対比.月次実績_人件費 計, 年間予実対比.月次予算_人件費 計",-,-,既存(V89/V69),286
3次,本部管理者,年間予実対比,分析画面,,,予実差額_その他経費 計,,,L2-S,単店舗(画面内),画面内演算,月次実績_その他経費-月次予算_その他経費,月次実績_その他経費 計 - 月次予算_その他経費 計,実績 - 予算,B,計算項目,-,-,低,○,"年間予実対比.月次実績_その他経費 計, 年間予実対比.月次予算_その他経費 計",-,-,既存(V89/V69),287
3次,本部管理者,年間予実対比,分析画面,,,予実差額_営業利益,,,L2-S,単店舗(画面内),画面内演算,月次実績_営業利益-月次予算_営業利益,月次実績_営業利益 - 月次予算_営業利益,実績 - 予算,A,計算項目,-,-,低,○,"年間予実対比.月次実績_営業利益, 年間予実対比.月次予算_営業利益",-,-,既存(V89/V69),288
3次,本部管理者,年間予実対比,分析画面,,,予算対比率_総売上 計,,,L2-S,単店舗(画面内),画面内演算,月次実績_総売上÷月次予算_総売上×100,月次実績_総売上 計 ÷ 月次予算_総売上 計 × 100,実績 / 予算 × 100,A,計算項目,-,-,低,○,"年間予実対比.月次実績_総売上 計, 年間予実対比.月次予算_総売上 計",-,-,既存(V89/V69),289
