ラクミー経営管理 店舗画面 データソース定義表 V89（V88+地代家賃設定・費用実績入力・予算一覧9費目・単月地代家賃・月次予算設定修正 統合版）
作成日: 2026-04-20
総指標数,859
基準: V88 + 以下4パッチ統合
"  - V88_追加差分_地代家賃設定_費用実績入力.csv (50行: P1-P21, R1-R29)"
  - V88_追加差分_予算一覧_9費目追加.csv (9行: 446a-446i)
  - V88_追加差分_単月費用設定_単月地代家賃追加.csv (1行: 79a)
  - V88_修正差分_月次予算設定_固定変動費用予算_地代家賃反映.csv (No.54/73c REPLACE)
備考: V88ソースにあったテンプレート残骸4行(No='No')を除外済み
経営重要度: 店長視点

No,プロダクト区分,画面タイプ,画面タイトル,指標名,独自指標レベル,経営重要度,計算レイヤー,データスコープ,データ負荷レベル,データソース区分,指標タイプ,指標タイプ詳細,ラクミーテーブル名.カラム名,外部連携テーブル名.テーブル列名,外部連携グループ名,演算範囲,演算ロジック,演算式詳細,中間画面名.画面指標名,インプット元（画面名.指標名）,アウトプット先（画面名.画面指標名）,データリネージュ（完全版）,依存先指標（画面名.指標名）,依存先指標（テーブル名.列名）,被参照指標（画面名.指標名）,依存先指標数,被参照指標数,参照頻度,演算コスト,システム負荷,負荷要因,推奨対応,キャッシュ戦略,スナップショット対象,更新トリガー,画面カテゴリ,指標区分,指標区分の説明,機能説明,判断,AI推測の理由,不明点,改善
237,ラクミーウェブ,分析画面,予実対比,構成比_その他経費 計,L1,B,L2-S,店舗月次,低,計算項目,画面内演算,実績_その他経費÷実績_総売上×100,-,-,画面内演算,画面内,実績_その他経費 計 ÷ 実績_総売上 計 × 100,実績_その他経費 / 実績_総売上 × 100,構成比,"予実対比.実績_その他経費 計, 予実対比.実績_総売上 計",-,実績_その他経費 / 実績_総売上 → 予実対比.構成比_その他経費 計,"予実対比.実績_その他経費 計, 予実対比.実績_総売上 計",-; -,-,2,0,中,中,中,-,監視継続,短期キャッシュ(1-5分),×,画面表示時,分析画面,構成比,実績値に対する構成比（％）,-,予算演算追加,実績ベースの構成比,-,-
238,ラクミーウェブ,分析画面,予実対比,構成比_営業利益,L1,A,L2-S,店舗月次,低,計算項目,画面内演算,実績_営業利益÷実績_総売上×100,-,-,画面内演算,画面内,実績_営業利益 ÷ 実績_総売上 計 × 100,実績_営業利益 / 実績_総売上 × 100,構成比,"予実対比.実績_営業利益, 予実対比.実績_総売上 計",-,実績_営業利益 / 実績_総売上 → 予実対比.構成比_営業利益,"予実対比.実績_営業利益, 予実対比.実績_総売上 計",-; -,-,2,0,中,高,高,-,監視継続,短期キャッシュ(1-5分),×,画面表示時,分析画面,構成比,実績値に対する構成比（％）,-,予算演算追加,実績ベースの構成比,-,-
239,ラクミーウェブ,分析画面,仕入先分析,仕入れ先,L0,C,L1,店舗内,中,インフォマート（仕入）,外部連携単独,インフォマート仕入データから単独取得,infomart_orders.client_name,member_name_partner.client_name,-,-,マスタ参照,member_name_partner.client_name,-,[外部]member_name_partner.client_name,商品別仕入分析.仕入先,member_name_partner.client_name → infomart_orders.client_name → 仕入先分析.仕入れ先,[外部]member_name_partner.client_name,member_name_partner.client_name; infomart_orders.client_name,商品別仕入分析.仕入先,1,1,中,低,中,外部連携,インデックス最適化,中期キャッシュ(5-30分),△,データ連携時,分析画面,既存指標,実画面に表示されている指標（分析画面）。,仕入先ごとの金額・比率を分析。納品書撮影データを集計,外部連携検証済,member_name_partner.client_name → infomart_transactions.client_name,-,-
240,ラクミーウェブ,分析画面,仕入先分析,金額（税抜）,L0,C,L1,店舗内,中,インフォマート（仕入）,外部連携単独,インフォマート仕入データから単独取得,infomart_transactions.total_tax_excluded,infomart_transactions.total_tax_excluded,インフォマート（仕入）/ラクミーアプリ（納品書撮影）,-,SUM仕入先別,SUM(infomart_transactions.total_tax_excluded) GROUP BY client_name,-,[外部]infomart_transactions.total_tax_excluded + ラクミーアプリ.納品書撮影.小計（税抜）,"仕入先分析.比率, 商品仕入単価, 商品別仕入分析, 費目別仕入分析",infomart_transactions.total_tax_excluded → infomart_transactions.total_tax_excluded → 仕入先分析.金額税抜,[外部]infomart_transactions.total_tax_excluded + ラクミーアプリ.納品書撮影.小計（税抜）,infomart_transactions.total_tax_excluded; infomart_transactions.total_tax_excluded,"仕入先分析.比率, 商品仕入単価, 商品別仕入分析, 費目別仕入分析",3,1,中,低,中,外部連携,インデックス最適化,中期キャッシュ(5-30分),△,データ連携時,分析画面,既存指標,実画面に表示されている指標（分析画面）。,仕入先ごとの金額・比率を分析。納品書撮影データを集計,外部連携検証済,infomart_transactions.total_tax_excluded → infomart_transactions.total_tax_excluded,-,-
241,ラクミーウェブ,分析画面,仕入先分析,比率,L0,C,L2-S,店舗月次,高,計算項目,外部連携×外部連携,インフォマート内の複数データ組合せ,infomart_transactions.total_tax_excluded,infomart_transactions.total_tax_excluded,インフォマート（仕入）,画面内,仕入先÷総仕入×100,仕入先分析.金額税抜 ÷ SUM(仕入先分析.金額税抜) × 100,-,-,"商品別仕入分析.比率, 費目別仕入分析.比率",infomart_transactions.total_tax_excluded → infomart_transactions.total_tax_excluded → 仕入先分析.比率,-,infomart_transactions.total_tax_excluded; infomart_transactions.total_tax_excluded,"商品別仕入分析.比率, 費目別仕入分析.比率",0,2,中,中,中,外部連携; 複数ソース,キャッシュ・非同期処理,中期キャッシュ(30分-1時間),○,データ更新時,分析画面,既存指標,実画面に表示されている指標（分析画面）。,仕入先ごとの金額・比率を分析。納品書撮影データを集計,外部連携検証済,infomart_transactions.total_tax_excluded → infomart_transactions.total_tax_excluded,-,-
242,ラクミーウェブ,分析画面,利益進捗分析,利益進捗率,L1,B,L3-S,店舗月次,高,計算項目,演算×予算設定,分析画面.営業利益累計 ÷ 月次予算設定.目標月次利益 × 100,"monthly_budgets.value（予算設定画面）, monthly_budgets.profit",-,予実対比.営業利益,画面間,営業利益累計÷目標利益×100,SUM(当月実績.営業利益) ÷ 予算設定.予算金額 × 100,当月実績.営業利益,月次予算設定.目標月次利益,当月実績.営業利益,monthly_budgets.value（予算設定画面） / monthly_budgets.profit → 当月実績.営業利益 → 利益進捗分析.利益進捗率,月次予算設定.目標月次利益,"-; monthly_budgets.value（予算設定画面）, monthly_budgets.profit",当月実績.営業利益,1,1,中,高,高,画面間参照; 複数ソース,キャッシュ・非同期処理,中期キャッシュ(30分-1時間),○,データ更新時,分析画面,既存指標,実画面に表示されている指標（分析画面）。,-,演算検証済,インプット元: 当月実績.営業利益,累計期間(月初〜当日 or 年初〜当月)が不明,累計期間の定義を確認必要
243,ラクミーウェブ,分析画面,利益進捗分析,利益進捗率比較（前月）,L1,B,L3-S,店舗月次,高,計算項目,演算×予算設定,前月営業利益 ÷ 前月目標利益 × 100,"monthly_budgets.value（予算設定画面）, monthly_budgets.profit",-,予実対比.営業利益(前月),画面間,営業利益÷目標利益×100(前月比),当月実績.営業利益 ÷ 予算設定.予算金額 × 100 (前月データ),当月実績.営業利益,"利益進捗分析.利益進捗率（当月）, 利益進捗分析.利益進捗率（前月/前々月）","当月実績.営業利益, -",monthly_budgets.value（予算設定画面） / monthly_budgets.profit → 当月実績.営業利益 → 利益進捗分析.利益進捗率比較(前月),"利益進捗分析.利益進捗率（当月）, 利益進捗分析.利益進捗率（前月/前々月）","-; monthly_budgets.value（予算設定画面）, monthly_budgets.profit","当月実績.営業利益, -",2,1,低,高,中,画面間参照; 複数ソース,キャッシュ・非同期処理,中期キャッシュ(30分-1時間),○,データ更新時,分析画面,既存指標,実画面に表示されている指標（分析画面）。,-,演算検証済,インプット元: 当月実績.営業利益,前月データの取得方法が不明,前月データ参照ロジックを確認必要
244,ラクミーウェブ,分析画面,利益進捗分析,利益進捗率比較（前々月）,L1,B,L3-S,店舗月次,高,計算項目,演算×予算設定,前々月営業利益 ÷ 前々月目標利益 × 100,"monthly_budgets.value（予算設定画面）, monthly_budgets.profit",-,予実対比.営業利益(前々月),画面間,営業利益÷目標利益×100(前々月比),当月実績.営業利益 ÷ 予算設定.予算金額 × 100 (前々月データ),当月実績.営業利益,"利益進捗分析.利益進捗率（当月）, 利益進捗分析.利益進捗率（前月/前々月）","当月実績.営業利益, -",monthly_budgets.value（予算設定画面） / monthly_budgets.profit → 当月実績.営業利益 → 利益進捗分析.利益進捗率比較(前々月),"利益進捗分析.利益進捗率（当月）, 利益進捗分析.利益進捗率（前月/前々月）","-; monthly_budgets.value（予算設定画面）, monthly_budgets.profit","当月実績.営業利益, -",2,1,低,高,中,画面間参照; 複数ソース,キャッシュ・非同期処理,中期キャッシュ(30分-1時間),○,データ更新時,分析画面,既存指標,実画面に表示されている指標（分析画面）。,-,演算検証済,インプット元: 当月実績.営業利益,前々月データの取得方法が不明,前々月データ参照ロジックを確認必要
245,ラクミーウェブ,分析画面,利益進捗分析,利益達成率,L1,A,L3-S,店舗月次,高,計算項目,演算×予算設定,当月営業利益 ÷ 月次予算設定.目標月次利益 × 100,"monthly_budgets.value（予算設定画面）, monthly_budgets.profit",-,予実対比.営業利益,画面間,営業利益÷目標利益×100,当月実績.営業利益 ÷ 予算設定.予算金額 × 100,当月実績.営業利益,月次予算設定.目標月次利益,"当月実績.営業利益, -",monthly_budgets.value（予算設定画面） / monthly_budgets.profit → 当月実績.営業利益 → 利益進捗分析.利益達成率,月次予算設定.目標月次利益,"-; monthly_budgets.value（予算設定画面）, monthly_budgets.profit","当月実績.営業利益, -",1,1,中,高,高,画面間参照; 複数ソース,キャッシュ・非同期処理,中期キャッシュ(30分-1時間),○,データ更新時,分析画面,既存指標,実画面に表示されている指標（分析画面）。,-,演算検証済,インプット元: 当月実績.営業利益,-,-
246,ラクミーウェブ,分析画面,商品別仕入分析,商品,L1,D,L1,店舗内,中,インフォマート（仕入）,外部連携単独,インフォマート仕入データから単独取得,infomart_order_details.item_name,detail_list.item_name,-,-,マスタ参照,detail_list.item_name,-,[外部]detail_list.item_name,-,detail_list.item_name → infomart_order_details.item_name → 商品別仕入分析.商品,[外部]detail_list.item_name,detail_list.item_name; infomart_order_details.item_name,-,1,0,低,低,低,外部連携,インデックス最適化,中期キャッシュ(5-30分),△,データ連携時,分析画面,既存指標,実画面に表示されている指標（分析画面）。,商品ごとの仕入金額・比率を分析,外部連携検証済,detail_list.item_name → infomart_transactions.item_name,-,-
247,ラクミーウェブ,分析画面,商品別仕入分析,仕入先,L0,C,L1,店舗内,中,インフォマート（仕入）,外部連携単独,インフォマート仕入データから単独取得,infomart_orders.client_name,member_name_partner.client_name,-,-,マスタ参照,member_name_partner.client_name,-,[外部]member_name_partner.client_name,-,member_name_partner.client_name → infomart_orders.client_name → 商品別仕入分析.仕入先,[外部]member_name_partner.client_name,member_name_partner.client_name; infomart_orders.client_name,-,1,0,低,低,低,外部連携,インデックス最適化,中期キャッシュ(5-30分),△,データ連携時,分析画面,既存指標,実画面に表示されている指標（分析画面）。,商品ごとの仕入金額・比率を分析,外部連携検証済,member_name_partner.client_name → infomart_transactions.client_name,-,-
248,ラクミーウェブ,分析画面,商品別仕入分析,金額（税抜）,L0,C,L1,店舗内,中,インフォマート（仕入）,外部連携単独,インフォマート仕入データから単独取得,infomart_order_details.price,detail_list.price,-,-,SUM商品別,SUM(detail_list.price) GROUP BY item_name,-,[外部]detail_list.price,商品別仕入分析.比率,detail_list.price → infomart_order_details.price → 商品別仕入分析.金額税抜,[外部]detail_list.price,detail_list.price; infomart_order_details.price,商品別仕入分析.比率,1,1,中,低,中,外部連携,インデックス最適化,中期キャッシュ(5-30分),△,データ連携時,分析画面,既存指標,実画面に表示されている指標（分析画面）。,商品ごとの仕入金額・比率を分析,外部連携検証済,detail_list.price → infomart_transactions.price,-,-
249,ラクミーウェブ,分析画面,商品別仕入分析,比率,L0,C,L2-S,店舗月次,高,計算項目,外部連携×外部連携,インフォマート内の複数データ組合せ,infomart_order_details.price,detail_list.price,-,画面内,商品÷総仕入×100,商品別仕入分析.金額税抜 ÷ SUM(商品別仕入分析.金額税抜) × 100,-,-,"仕入先分析.比率, 費目別仕入分析.比率",detail_list.price → infomart_order_details.price → 商品別仕入分析.比率,-,detail_list.price; infomart_order_details.price,"仕入先分析.比率, 費目別仕入分析.比率",0,2,中,中,中,外部連携; 複数ソース,キャッシュ・非同期処理,中期キャッシュ(30分-1時間),○,データ更新時,分析画面,既存指標,実画面に表示されている指標（分析画面）。,商品ごとの仕入金額・比率を分析,外部連携検証済,detail_list.price → infomart_transactions.price,-,-
250,ラクミーウェブ,分析画面,商品別売上分析,商品単価（税抜）,L0,C,L2-S,店舗月次,高,計算項目,外部連携×外部連携,POS売上とPOS客数/商品等の組合せ,"head_office_item_sales_logs.sales_excluded, head_office_item_sales_logs.quantity","TITEM.sales_excluded, TITEM.quantity",POS売上（商品別）,画面内,売上÷数量,商品別売上分析.売上合計税抜 ÷ 商品別売上分析.販売数量,-,商品別売上分析.販売数量,-,TITEM.sales_excluded / TITEM.quantity → head_office_item_sales_logs.sales_excluded / head_office_item_sales_logs.quantity → 商品別売上分析.商品単価(税抜),商品別売上分析.販売数量,"TITEM.sales_excluded, TITEM.quantity; head_office_item_sales_logs.sales_excluded, head_office_item_sales_logs.quantity",-,1,0,中,中,中,外部連携; 複数ソース,キャッシュ・非同期処理,中期キャッシュ(30分-1時間),○,データ更新時,分析画面,既存指標,実画面に表示されている指標（分析画面）。,-,スキーマ検証済,-,-,-
251,ラクミーウェブ,分析画面,商品別売上分析,商品単価（税込）,L0,C,L2-S,店舗月次,高,計算項目,外部連携×外部連携,POS売上とPOS客数/商品等の組合せ,"t_items.sales, head_office_item_sales_logs.quantity","TITEM.sales, TITEM.quantity",POS売上（商品別）,画面内,売上÷数量,商品別売上分析.売上合計税込 ÷ 商品別売上分析.販売数量,-,商品別売上分析.販売数量,-,TITEM.sales / TITEM.quantity → t_items.sales / head_office_item_sales_logs.quantity → 商品別売上分析.商品単価税込,商品別売上分析.販売数量,"TITEM.sales, TITEM.quantity; t_items.sales, head_office_item_sales_logs.quantity",-,1,0,中,中,中,外部連携; 複数ソース,キャッシュ・非同期処理,中期キャッシュ(30分-1時間),○,データ更新時,分析画面,既存指標,実画面に表示されている指標（分析画面）。,-,外部連携検証済,TITEM.sales → head_office_item_sales_logs.sales,-,-
