189,分析画面,予実対比,予算_フード売上ランチ,L0,C,画面間,計算項目,予算設定参照×演算,予算_フード売上×ランチ比率,予算_フード売上 計 × 売上構成比設定.ランチ比率,予算_フード売上 × lunch_ratio,日次累計予算値,"monthly_budgets.target_sales, budget_sales_compositions.lunch_ratio",-,"月次予算設定.売上（税抜）, 売上構成比設定.ランチ比率",-,-,予算_フード売上 × ランチ比率 → 予実対比.予算_フード売上ランチ,予算演算追加,予算設定値×構成比の日割り×経過日数,-,-,分析画面,予算値,月次予算設定値を日割り計算し経過日数で累積した日次予算値,中,中,中,監視継続
190,分析画面,予実対比,予算_フード売上ディナー,L0,C,画面間,計算項目,予算設定参照×演算,予算_フード売上×ディナー比率,予算_フード売上 計 × 売上構成比設定.ディナー比率,予算_フード売上 × dinner_ratio,日次累計予算値,"monthly_budgets.target_sales, budget_sales_compositions.dinner_ratio",-,"月次予算設定.売上（税抜）, 売上構成比設定.ディナー比率",-,-,予算_フード売上 × ディナー比率 → 予実対比.予算_フード売上ディナー,予算演算追加,予算設定値×構成比の日割り×経過日数,-,-,分析画面,予算値,月次予算設定値を日割り計算し経過日数で累積した日次予算値,中,中,中,監視継続
191,分析画面,予実対比,予算_ドリンク売上 計,L0,B,画面間,計算項目,予算設定参照×演算,予算_総売上×ドリンク構成比,予算_総売上 計 × 売上構成比設定.ドリンク構成比,予算_総売上 × drink_ratio,日次累計予算値,"monthly_budgets.target_sales, budget_sales_compositions.drink_ratio",-,"月次予算設定.売上（税抜）, 売上構成比設定.ドリンク構成比",-,-,予算_総売上 × ドリンク構成比 → 予実対比.予算_ドリンク売上 計,予算演算追加,予算設定値×構成比の日割り×経過日数,-,-,分析画面,予算値,月次予算設定値を日割り計算し経過日数で累積した日次予算値,中,中,中,監視継続
192,分析画面,予実対比,予算_ドリンク売上ランチ,L0,C,画面間,計算項目,予算設定参照×演算,予算_ドリンク売上×ランチ比率,予算_ドリンク売上 計 × 売上構成比設定.ランチ比率,予算_ドリンク売上 × lunch_ratio,日次累計予算値,"monthly_budgets.target_sales, budget_sales_compositions.lunch_ratio",-,"月次予算設定.売上（税抜）, 売上構成比設定.ランチ比率",-,-,予算_ドリンク売上 × ランチ比率 → 予実対比.予算_ドリンク売上ランチ,予算演算追加,予算設定値×構成比の日割り×経過日数,-,-,分析画面,予算値,月次予算設定値を日割り計算し経過日数で累積した日次予算値,中,中,中,監視継続
193,分析画面,予実対比,予算_ドリンク売上ディナー,L0,C,画面間,計算項目,予算設定参照×演算,予算_ドリンク売上×ディナー比率,予算_ドリンク売上 計 × 売上構成比設定.ディナー比率,予算_ドリンク売上 × dinner_ratio,日次累計予算値,"monthly_budgets.target_sales, budget_sales_compositions.dinner_ratio",-,"月次予算設定.売上（税抜）, 売上構成比設定.ディナー比率",-,-,予算_ドリンク売上 × ディナー比率 → 予実対比.予算_ドリンク売上ディナー,予算演算追加,予算設定値×構成比の日割り×経過日数,-,-,分析画面,予算値,月次予算設定値を日割り計算し経過日数で累積した日次予算値,中,中,中,監視継続
194,分析画面,予実対比,予算_その他売上 計（サービス料等）,L0,C,画面間,計算項目,予算設定参照×演算,予算_総売上×その他構成比,予算_総売上 計 × 売上構成比設定.その他構成比,予算_総売上 × other_ratio,日次累計予算値,"monthly_budgets.target_sales, budget_sales_compositions.other_ratio",-,"月次予算設定.売上（税抜）, 売上構成比設定.その他構成比",-,-,予算_総売上 × その他構成比 → 予実対比.予算_その他売上 計,予算演算追加,予算設定値×構成比の日割り×経過日数,-,-,分析画面,予算値,月次予算設定値を日割り計算し経過日数で累積した日次予算値,中,中,中,監視継続
195,分析画面,予実対比,予算_その他売上ランチ,L0,C,画面間,計算項目,予算設定参照×演算,予算_その他売上×ランチ比率,予算_その他売上 計 × 売上構成比設定.ランチ比率,予算_その他売上 × lunch_ratio,日次累計予算値,"monthly_budgets.target_sales, budget_sales_compositions.lunch_ratio",-,"月次予算設定.売上（税抜）, 売上構成比設定.ランチ比率",-,-,予算_その他売上 × ランチ比率 → 予実対比.予算_その他売上ランチ,予算演算追加,予算設定値×構成比の日割り×経過日数,-,-,分析画面,予算値,月次予算設定値を日割り計算し経過日数で累積した日次予算値,中,中,中,監視継続
196,分析画面,予実対比,予算_その他売上ディナー,L0,C,画面間,計算項目,予算設定参照×演算,予算_その他売上×ディナー比率,予算_その他売上 計 × 売上構成比設定.ディナー比率,予算_その他売上 × dinner_ratio,日次累計予算値,"monthly_budgets.target_sales, budget_sales_compositions.dinner_ratio",-,"月次予算設定.売上（税抜）, 売上構成比設定.ディナー比率",-,-,予算_その他売上 × ディナー比率 → 予実対比.予算_その他売上ディナー,予算演算追加,予算設定値×構成比の日割り×経過日数,-,-,分析画面,予算値,月次予算設定値を日割り計算し経過日数で累積した日次予算値,中,中,中,監視継続
197,分析画面,予実対比,予算_FLコスト 計,L4b,A,画面間,計算項目,予算設定参照×演算,予算_FD仕入+予算_人件費の合計,予算_FD仕入 計 + 予算_人件費 計,FD仕入予算 + 人件費予算,日次累計予算値,-,-,画面内演算,"予実対比.予算_FD仕入 計, 予実対比.予算_人件費 計",-,予算_FD仕入 + 予算_人件費 → 予実対比.予算_FLコスト 計,予算演算追加,予算設定値の日割り×経過日数,-,-,分析画面,予算値,月次予算設定値を日割り計算し経過日数で累積した日次予算値,中,高,高,事前計算・非同期処理
198,分析画面,予実対比,予算_FD仕入 計,L4b,A,画面間,計算項目,予算設定参照×演算,月次予算設定.売上×FD仕入比率÷営業日数×経過日数,月次予算設定.売上（税抜） × 月次予算設定.FD仕入比率 ÷ 営業日数 × 経過日数,target_sales × food_cost_rate / 営業日数 × 経過日数,日次累計予算値,"monthly_budgets.target_sales, monthly_budgets.food_cost_rate",-,"月次予算設定.売上（税抜）, 月次予算設定.FD仕入比率",-,-,月次予算設定.売上 × FD仕入比率 → 日割計算 → 予実対比.予算_FD仕入 計,予算演算追加,予算設定値×比率の日割り×経過日数,-,-,分析画面,予算値,月次予算設定値を日割り計算し経過日数で累積した日次予算値,中,高,高,事前計算・非同期処理
199,分析画面,予実対比,予算_フード仕入,L0,C,画面間,計算項目,予算設定参照×演算,予算_FD仕入×フード按分比,予算_FD仕入 計 × フード按分比,予算_FD仕入 × フード按分比,日次累計予算値,"monthly_budgets.target_sales, monthly_budgets.food_cost_rate, budget_sales_compositions.food_ratio",-,"月次予算設定.売上（税抜）, 月次予算設定.FD仕入比率, 売上構成比設定.フード構成比",-,-,予算_FD仕入 × フード按分比 → 予実対比.予算_フード仕入,予算演算追加,FD仕入予算をフード/ドリンク構成比で按分,-,-,分析画面,予算値,月次予算設定値を日割り計算し経過日数で累積した日次予算値,中,中,中,監視継続
200,分析画面,予実対比,予算_ドリンク仕入,L0,C,画面間,計算項目,予算設定参照×演算,予算_FD仕入×ドリンク按分比,予算_FD仕入 計 × ドリンク按分比,予算_FD仕入 × ドリンク按分比,日次累計予算値,"monthly_budgets.target_sales, monthly_budgets.food_cost_rate, budget_sales_compositions.drink_ratio",-,"月次予算設定.売上（税抜）, 月次予算設定.FD仕入比率, 売上構成比設定.ドリンク構成比",-,-,予算_FD仕入 × ドリンク按分比 → 予実対比.予算_ドリンク仕入,予算演算追加,FD仕入予算をフード/ドリンク構成比で按分,-,-,分析画面,予算値,月次予算設定値を日割り計算し経過日数で累積した日次予算値,中,中,中,監視継続
201,分析画面,予実対比,予算_人件費 計,L4b,A,画面間,計算項目,予算設定参照×演算,(売上×PA人件費率+固定人件費)÷営業日数×経過日数,(月次予算設定.売上 × PA人件費率 + 固定人件費予算) ÷ 営業日数 × 経過日数,(target_sales × labor_cost_rate + 固定人件費) / 営業日数 × 経過日数,日次累計予算値,"monthly_budgets.target_sales, monthly_budgets.labor_cost_rate, 固定人件費予算",-,"月次予算設定.売上（税抜）, 月次予算設定.PA人件費率, 費用設定.固定人件費",-,-,月次予算設定.売上 × PA人件費率 + 固定人件費 → 日割計算 → 予実対比.予算_人件費 計,予算演算追加,PA人件費+固定人件費の日割り×経過日数,-,-,分析画面,予算値,月次予算設定値を日割り計算し経過日数で累積した日次予算値,中,高,高,事前計算・非同期処理
202,分析画面,予実対比,予算_固定人件費,L0,C,画面間,計算項目,予算設定参照×演算,費用設定.固定人件費÷営業日数×経過日数,費用設定.固定人件費予算 ÷ 営業日数 × 経過日数,固定人件費予算 / 営業日数 × 経過日数,日次累計予算値,monthly_costs.固定人件費,-,費用設定.固定人件費,-,-,費用設定.固定人件費 → 日割計算 → 予実対比.予算_固定人件費,予算演算追加,固定人件費の日割り×経過日数,-,-,分析画面,予算値,月次予算設定値を日割り計算し経過日数で累積した日次予算値,低,中,中,監視継続
203,分析画面,予実対比,予算_PA人件費,L0,A,画面間,計算項目,予算設定参照×演算,月次予算設定.売上×PA人件費率÷営業日数×経過日数,月次予算設定.売上（税抜） × 月次予算設定.PA人件費率 ÷ 営業日数 × 経過日数,target_sales × labor_cost_rate / 営業日数 × 経過日数,日次累計予算値,"monthly_budgets.target_sales, monthly_budgets.labor_cost_rate",-,"月次予算設定.売上（税抜）, 月次予算設定.PA人件費率",-,-,月次予算設定.売上 × PA人件費率 → 日割計算 → 予実対比.予算_PA人件費,予算演算追加,PA人件費の日割り×経過日数,-,-,分析画面,予算値,月次予算設定値を日割り計算し経過日数で累積した日次予算値,中,中,中,監視継続
204,分析画面,予実対比,予算_ヘルプ人件費,L0,C,画面間,計算項目,予算設定参照×演算,費用設定.ヘルプ人件費÷営業日数×経過日数,費用設定.ヘルプ人件費予算 ÷ 営業日数 × 経過日数,ヘルプ人件費予算 / 営業日数 × 経過日数,日次累計予算値,monthly_costs.ヘルプ人件費,-,費用設定.ヘルプ人件費,-,-,費用設定.ヘルプ人件費 → 日割計算 → 予実対比.予算_ヘルプ人件費,予算演算追加,ヘルプ人件費の日割り×経過日数,-,-,分析画面,予算値,月次予算設定値を日割り計算し経過日数で累積した日次予算値,低,中,中,監視継続
