次数,ターゲット,画面タイトル,画面タイプ,1次指標名,2次指標名,3次指標名,4次指標名,5次指標名,計算レイヤー,スコープ,用途・機能説明,概念式／演算ロジック,判断基準・閾値目安,依存先指標,データ基盤要件,V89No/戦略No
2次,店長,年間予実対比（予実対比）,分析画面,,年間予算_フード売上ランチ,,,,L1,同画面内,-,年間予算_フード売上 計 × 売上構成比設定.ランチ比率,-,月次予算設定.年間フード売上ランチ,既存(V89/V69),553
2次,店長,年間予実対比（予実対比）,分析画面,,年間予算_フード売上ディナー,,,,L1,同画面内,-,年間予算_フード売上 計 × 売上構成比設定.ディナー比率,-,月次予算設定.年間フード売上ディナー,既存(V89/V69),554
2次,店長,年間予実対比（予実対比）,分析画面,,年間予算_ドリンク売上 計,,,,L1,同画面内,-,年間予算_総売上 計 × 売上構成比設定.ドリンク構成比,-,月次予算設定.年間ドリンク売上,既存(V89/V69),555
2次,店長,年間予実対比（予実対比）,分析画面,,年間予算_ドリンク売上ランチ,,,,L1,同画面内,-,年間予算_ドリンク売上 計 × 売上構成比設定.ランチ比率,-,月次予算設定.年間ドリンク売上ランチ,既存(V89/V69),556
2次,店長,年間予実対比（予実対比）,分析画面,,年間予算_ドリンク売上ディナー,,,,L1,同画面内,-,年間予算_ドリンク売上 計 × 売上構成比設定.ディナー比率,-,月次予算設定.年間ドリンク売上ディナー,既存(V89/V69),557
2次,店長,年間予実対比（予実対比）,分析画面,,年間予算_その他売上 計（サービス料等）,,,,L1,同画面内,-,年間予算_総売上 計 × 売上構成比設定.その他構成比,-,月次予算設定.年間その他売上（サービス料等）,既存(V89/V69),558
2次,店長,年間予実対比（予実対比）,分析画面,,年間予算_その他売上ランチ,,,,L1,同画面内,-,年間予算_その他売上 計 × 売上構成比設定.ランチ比率,-,月次予算設定.年間その他売上ランチ,既存(V89/V69),559
2次,店長,年間予実対比（予実対比）,分析画面,,年間予算_その他売上ディナー,,,,L1,同画面内,-,年間予算_その他売上 計 × 売上構成比設定.ディナー比率,-,月次予算設定.年間その他売上ディナー,既存(V89/V69),560
2次,店長,年間予実対比（予実対比）,分析画面,,年間予算_FD仕入 計,,,,L1,同画面内,-,SUM(monthly_budgets.target_sales × monthly_budgets.food_cost_rate) GROUP BY year,-,月次予算設定.年間FD仕入,既存(V89/V69),562
2次,店長,年間予実対比（予実対比）,分析画面,,年間予算_フード仕入,,,,L1,同画面内,-,年間予算_FD仕入 計 × FD構成比設定.フード比率,-,月次予算設定.年間フード仕入,既存(V89/V69),563
2次,店長,年間予実対比（予実対比）,分析画面,,年間予算_ドリンク仕入,,,,L1,同画面内,-,年間予算_FD仕入 計 × FD構成比設定.ドリンク比率,-,月次予算設定.年間ドリンク仕入,既存(V89/V69),564
2次,店長,年間予実対比（予実対比）,分析画面,,年間予算_人件費 計,,,,L1,同画面内,-,SUM(monthly_budgets.target_sales × monthly_budgets.labor_cost_rate + 固定人件費) GROUP BY year,-,月次予算設定.年間人件費,既存(V89/V69),565
2次,店長,年間予実対比（予実対比）,分析画面,,年間予算_PA人件費,,,,L1,同画面内,-,SUM(monthly_budgets.target_sales × monthly_budgets.labor_cost_rate) GROUP BY year,-,月次予算設定.年間PA人件費,既存(V89/V69),567
2次,店長,店舗別サマリー,ダッシュボード表示画面,,売上目標,,,,L1,同画面内,店舗ごとの主要指標サマリー,マスタ参照,-,月次予算設定.売上（税抜）,既存(V89/V69),481
2次,店長,店舗別サマリー,ダッシュボード表示画面,,売上（税抜）,,,,L1,同画面内,店舗ごとの主要指標サマリー,参照表示,-,[外部]ZTOTAL.sales_excluded,既存(V89/V69),484
2次,店長,当月実績,ダッシュボード表示画面,,売上（税抜）,,,,L1,同画面内,当月の営業利益・売上・FD仕入率・人件費率・FL率を表示,参照表示,-,[外部]ZTOTAL.sales_excluded,既存(V89/V69),489
2次,店長,当月実績,ダッシュボード表示画面,,営業利益予算,,,,L1,同画面内,当月の営業利益・売上・FD仕入率・人件費率・FL率を表示,参照表示,-,月次予算設定.目標月次利益,既存(V89/V69),493
2次,店長,当月実績,ダッシュボード表示画面,,売上予算,,,,L1,同画面内,当月の営業利益・売上・FD仕入率・人件費率・FL率を表示,参照表示,-,月次予算設定.売上予算,既存(V89/V69),495
2次,店長,感度分析,分析画面,,客数,,,,L1,同画面内,-,SUM,-,[外部]ZTOTAL.customers,既存(V89/V69),303
2次,店長,感度分析,分析画面,,売上（税抜）,,,,L1,同画面内,-,SUM,-,[外部]ZTOTAL.sales_excluded,既存(V89/V69),304
2次,店長,感度分析,分析画面,,固定費,,,,L1,同画面内,-,SUM,-,-,既存(V89/V69),307
2次,店長,支払種別売上分析,分析画面,,支払方法,,,,L1,同画面内,-,マスタ参照,-,[外部]TTEND.head_office_payment_method_id,既存(V89/V69),308
2次,店長,支払種別売上分析,分析画面,,売上（税込）,,,,L1,同画面内,-,SUM支払別,-,[外部]TTEND.sales,既存(V89/V69),309
2次,店長,支払種別売上分析,分析画面,,クレジットカード合計売上,,,,L1,同画面内,-,SUM(支払種別フィルタ),-,[外部]TTEND.sales,既存(V89/V69),311
2次,店長,支払種別売上分析,分析画面,,QR決済合計売上,,,,L1,同画面内,-,SUM(支払種別フィルタ),-,[外部]TTEND.sales,既存(V89/V69),312
2次,店長,支払種別売上分析,分析画面,,MUGENファミリーカード合計売上,,,,L1,同画面内,-,SUM(支払種別フィルタ),-,[外部]TTEND.sales,既存(V89/V69),313
2次,店長,支払種別売上分析,分析画面,,売掛合計売上,,,,L1,同画面内,-,SUM(支払種別フィルタ),-,[外部]TTEND.sales,既存(V89/V69),314
2次,店長,支払種別売上分析,分析画面,,交通系IC合計売上,,,,L1,同画面内,-,SUM(支払種別フィルタ),-,[外部]TTEND.sales,既存(V89/V69),315
2次,店長,日次レポート,分析画面,,売上（税込）,,,,L1,同画面内,-,日別集計,-,[外部]ZTOTAL.sales,既存(V89/V69),316
2次,店長,日次レポート,分析画面,,売上（税抜）,,,,L1,同画面内,-,日別集計,-,[外部]ZTOTAL.sales_excluded,既存(V89/V69),317
2次,店長,日次レポート,分析画面,,仕入（税込）,,,,L1,同画面内,-,日別集計,-,[外部]trade_total.total,既存(V89/V69),318
2次,店長,日次レポート,分析画面,,仕入（税抜）,,,,L1,同画面内,-,日別集計,-,[外部]infomart_transactions.total_tax_excluded,既存(V89/V69),319
2次,店長,日次レポート,分析画面,,PA人件費,,,,L1,同画面内,-,日別集計,-,[外部]head_office_employee_working_records.daily_cost,既存(V89/V69),320
2次,店長,時間帯別売上分析,分析画面,,ランチ売上（税抜）,,,,L1,同画面内,-,SUM(時間フィルタ),-,[外部]TITEM.sales_excluded,既存(V89/V69),321
2次,店長,時間帯別売上分析,分析画面,,ディナー売上（税抜）,,,,L1,同画面内,-,SUM(時間フィルタ),-,[外部]TITEM.sales_excluded,既存(V89/V69),322
2次,店長,時間帯別売上分析,分析画面,,客数,,,,L1,同画面内,-,SUM時間帯別,-,[外部]ZTOTAL.customers,既存(V89/V69),323
2次,店長,曜日別売上分析,分析画面,,曜日,,,,L1,同画面内,-,曜日抽出,-,[外部]ZTOTAL.date,既存(V89/V69),325
2次,店長,月次レポート,分析画面,,売上（税抜）,,,,L1,同画面内,-,SUM月間,-,[外部]ZTOTAL.sales_excluded,既存(V89/V69),331
2次,店長,月次レポート,分析画面,,対象前月在庫,,,,L1,同画面内,-,マスタ参照,-,-,既存(V89/V69),332
2次,店長,月次レポート,分析画面,,仕入総額,,,,L1,同画面内,-,SUM,-,[外部]infomart_transactions.total_tax_excluded,既存(V89/V69),333
2次,店長,月次レポート,分析画面,,対象月在庫,,,,L1,同画面内,-,マスタ参照,-,-,既存(V89/V69),334
2次,店長,月次レポート,分析画面,,年月,,,,L1,同画面内,-,年月参照,-,-,既存(V89/V69),335
2次,店長,月次レポート,分析画面,,売上（税込）,,,,L1,同画面内,-,SUM月間,-,[外部]ZTOTAL.sales,既存(V89/V69),336
2次,店長,月次レポート,分析画面,,仕入（税抜）,,,,L1,同画面内,-,SUM月間,-,[外部]infomart_transactions.total_tax_excluded,既存(V89/V69),337
2次,店長,月次レポート,分析画面,,仕入（税込）,,,,L1,同画面内,-,SUM月間,-,[外部]trade_total.total,既存(V89/V69),338
2次,店長,月次レポート,分析画面,,PA人件費,,,,L1,同画面内,-,SUM月間,-,[外部]head_office_employee_working_records.daily_cost,既存(V89/V69),339
2次,店長,月次集計,分析画面,,固定費,,,,L1,同画面内,-,SUM,-,-,既存(V89/V69),350
2次,店長,月次集計,分析画面,,売上（税抜）,,,,L1,同画面内,-,SUM,-,[外部]ZTOTAL.sales_excluded,既存(V89/V69),351
2次,店長,月次集計,分析画面,,客数,,,,L1,同画面内,-,SUM,-,[外部]ZTOTAL.customers,既存(V89/V69),352
2次,店長,流入分析,分析画面,,予約客数,,,,L1,同画面内,-,SUM予約,-,-,既存(V89/V69),356
2次,店長,流入分析,分析画面,,総席数,,,,L1,同画面内,-,SUM,-,[外部]ZTOTAL.customers,既存(V89/V69),361
2次,店長,流入分析,分析画面,,総組数,,,,L1,同画面内,-,COUNT伝票,-,[外部]TTOTAL.receipt_no,既存(V89/V69),362
2次,店長,流入分析,分析画面,,客数,,,,L1,同画面内,-,SUM,-,[外部]ZTOTAL.customers,既存(V89/V69),371
2次,店長,費目別仕入分析,分析画面,,金額（税抜）,,,,L1,同画面内,費目ごとの仕入金額を分析,SUM費目別,-,-,既存(V89/V69),373
3次,店長,ABC分析,分析画面,,,販売点数構成比率,,,L2-S,単店舗(画面内),-,商品数÷総数×100,-,ABC分析.販売点数,既存(V89/V69),103
3次,店長,ABC分析,分析画面,,,価格,,,L2-S,単店舗(画面内),-,売上÷数量,-,"ABC分析.売上（税抜）, ABC分析.販売点数",既存(V89/V69),104
3次,店長,FD仕入率トレンド,分析画面,,,直近6ヶ月,,,L2-S,単店舗(画面内),FD仕入率の長期トレンドを表示,6ヶ月推移,-,FD仕入率トレンド.FD仕入率トレンド,既存(V89/V69),106
3次,店長,FD仕入率トレンド,分析画面,,,直近12ヶ月,,,L2-S,単店舗(画面内),FD仕入率の長期トレンドを表示,12ヶ月推移,-,FD仕入率トレンド.FD仕入率トレンド,既存(V89/V69),107
3次,店長,ラベル設定（仕入商品リスト）,設定入力画面,,,AIによる費目生成,,,L2-S,単店舗(画面内),納品書撮影で読み込んだ仕入商品にラベルを紐付け。棚卸時の在庫分類に活用,AI生成,-,-,既存(V89/V69),9
3次,店長,ラベル設定（売上商品リスト）,設定入力画面,,,AIによるラベル生成,,,L2-S,単店舗(画面内),POS連携の売上商品にラベルを設定。売上分析のグルーピングに使用,AI生成,-,-,既存(V89/V69),26
3次,店長,予実対比,分析画面,,,実績_FLコスト 計,,,L2-S,単店舗(画面内),-,実績_FD仕入 計 + 実績_人件費 計,-,"予実対比.実績_FD仕入 計, 予実対比.実績_人件費 計",既存(V89/V69),141
3次,店長,予実対比,分析画面,,,実績_営業利益,,,L2-S,単店舗(画面内),-,実績_総売上 計 - 実績_FLコスト 計 - 実績_その他経費 計,-,"予実対比.実績_総売上 計, 予実対比.実績_FLコスト 計, 予実対比.実績_その他経費 計",既存(V89/V69),166
3次,店長,予実対比,分析画面,,,予算_営業利益,,,L2-S,単店舗(画面内),-,予算_総売上 計 - 予算_FLコスト 計 - 予算_その他経費 計,-,"予実対比.予算_総売上 計, 予実対比.予算_FLコスト 計, 予実対比.予算_その他経費 計",既存(V89/V69),202
3次,店長,予実対比,分析画面,,,予算構成比_総売上 計,,,L2-S,単店舗(画面内),-,予算_総売上 計 ÷ 予算_総売上 計 × 100,-,予実対比.予算_総売上 計,既存(V89/V69),203
3次,店長,予実対比,分析画面,,,予算構成比_フード売上 計,,,L2-S,単店舗(画面内),-,予算_フード売上 計 ÷ 予算_総売上 計 × 100,-,"予実対比.予算_フード売上 計, 予実対比.予算_総売上 計",既存(V89/V69),204
3次,店長,予実対比,分析画面,,,予算構成比_ドリンク売上 計,,,L2-S,単店舗(画面内),-,予算_ドリンク売上 計 ÷ 予算_総売上 計 × 100,-,"予実対比.予算_ドリンク売上 計, 予実対比.予算_総売上 計",既存(V89/V69),205
3次,店長,予実対比,分析画面,,,予算構成比_その他売上 計,,,L2-S,単店舗(画面内),-,予算_その他売上 計 ÷ 予算_総売上 計 × 100,-,"予実対比.予算_その他売上 計, 予実対比.予算_総売上 計",既存(V89/V69),206
3次,店長,予実対比,分析画面,,,予算構成比_FLコスト 計,,,L2-S,単店舗(画面内),-,予算_FLコスト 計 ÷ 予算_総売上 計 × 100,-,"予実対比.予算_FLコスト 計, 予実対比.予算_総売上 計",既存(V89/V69),207
3次,店長,予実対比,分析画面,,,予算構成比_FD仕入 計,,,L2-S,単店舗(画面内),-,予算_FD仕入 計 ÷ 予算_総売上 計 × 100,-,"予実対比.予算_FD仕入 計, 予実対比.予算_総売上 計",既存(V89/V69),208
3次,店長,予実対比,分析画面,,,予算構成比_人件費 計,,,L2-S,単店舗(画面内),-,予算_人件費 計 ÷ 予算_総売上 計 × 100,-,"予実対比.予算_人件費 計, 予実対比.予算_総売上 計",既存(V89/V69),209
3次,店長,予実対比,分析画面,,,予算構成比_その他経費 計,,,L2-S,単店舗(画面内),-,予算_その他経費 計 ÷ 予算_総売上 計 × 100,-,"予実対比.予算_その他経費 計, 予実対比.予算_総売上 計",既存(V89/V69),210
3次,店長,予実対比,分析画面,,,予算構成比_営業利益,,,L2-S,単店舗(画面内),-,予算_営業利益 ÷ 予算_総売上 計 × 100,-,"予実対比.予算_営業利益, 予実対比.予算_総売上 計",既存(V89/V69),211
3次,店長,予実対比,分析画面,,,予実差額_総売上 計,,,L2-S,単店舗(画面内),-,実績_総売上 計 - 予算_総売上 計,-,"予実対比.実績_総売上 計, 予実対比.予算_総売上 計",既存(V89/V69),212
3次,店長,予実対比,分析画面,,,予実差額_フード売上 計,,,L2-S,単店舗(画面内),-,実績_フード売上 計 - 予算_フード売上 計,-,"予実対比.実績_フード売上 計, 予実対比.予算_フード売上 計",既存(V89/V69),213
