次数,画面タイトル,画面タイプ,指標名,計算レイヤー,スコープ,指標タイプ,指標タイプ詳細（定義）,演算ロジック,演算式詳細,経営重要度,データソース区分,機能説明,ラクミーテーブル名.カラム名,依存先指標,被参照指標,V69No
3次,納品書管理,一覧表示画面,納品書ID,L2-C,全店舗,外部データ参照,POS/インフォマート等の外部データを参照表示,参照表示,infomart_transactions.id,D,インフォマート（仕入）,納品書データの管理,infomart_transactions.id,-,-,173
3次,納品書管理,一覧表示画面,受付日付,L2-C,全店舗,外部データ参照,POS/インフォマート等の外部データを参照表示,参照表示,infomart_transactions.received_at,D,インフォマート（仕入）,納品書データの管理,infomart_transactions.received_at,-,-,174
3次,納品書管理,一覧表示画面,納品日,L2-C,全店舗,外部データ参照,POS/インフォマート等の外部データを参照表示,参照表示,infomart_transactions.delivery_date,D,インフォマート（仕入）,納品書データの管理,infomart_transactions.delivery_date,-,-,175
3次,納品書管理,一覧表示画面,処理ステータス,L2-C,全店舗,外部データ参照,POS/インフォマート等の外部データを参照表示,参照表示,infomart_transactions.status,D,インフォマート（仕入）,納品書データの管理,infomart_transactions.status,-,-,177
3次,納品書管理,一覧表示画面,発注先,L2-C,全店舗,外部データ参照,POS/インフォマート等の外部データを参照表示,参照表示,infomart_transactions.client_name,D,インフォマート（仕入）,納品書データの管理,infomart_transactions.client_name,-,-,178
3次,納品書詳細,一覧表示画面,納品書ID,L2-C,全店舗,外部データ参照,POS/インフォマート等の外部データを参照表示,参照表示,infomart_transactions.id,D,インフォマート（仕入）,納品書の詳細表示,infomart_transactions.id,-,-,179
3次,納品書詳細,一覧表示画面,発注者,L2-C,全店舗,外部データ参照,POS/インフォマート等の外部データを参照表示,参照表示,infomart_transactions.orderer_name,D,インフォマート（仕入）,納品書の詳細表示,infomart_transactions.orderer_name,-,-,180
3次,納品書詳細,一覧表示画面,受注者,L2-C,全店舗,外部データ参照,POS/インフォマート等の外部データを参照表示,参照表示,infomart_transactions.client_name,D,インフォマート（仕入）,納品書の詳細表示,infomart_transactions.client_name,-,-,181
3次,納品書詳細,一覧表示画面,処理ステータス,L2-C,全店舗,外部データ参照,POS/インフォマート等の外部データを参照表示,参照表示,infomart_transactions.status,D,インフォマート（仕入）,納品書の詳細表示,infomart_transactions.status,-,-,182
3次,納品書詳細,一覧表示画面,納品日,L2-C,全店舗,外部データ参照,POS/インフォマート等の外部データを参照表示,参照表示,infomart_transactions.delivery_date,D,インフォマート（仕入）,納品書の詳細表示,infomart_transactions.delivery_date,-,-,183
3次,費用実績入力,実績入力画面,費目,L2-C,全店舗,ユーザー入力単独（マスタ選択）,マスタから選択入力,マスタ参照,monthly_cost_items.name,D,費用・棚卸（入力）,費用実績の入力・管理,monthly_cost_items.name,-,-,38
3次,費用実績入力,実績入力画面,移動元店舗,L2-C,全店舗,ユーザー入力単独（マスタ選択）,マスタから選択入力,マスタ参照,shops.name,C,費用・棚卸（入力）,費用実績の入力・管理,shops.name,-,-,41
3次,費用実績入力,実績入力画面,移動先店舗,L2-C,全店舗,ユーザー入力単独（マスタ選択）,マスタから選択入力,マスタ参照,shops.name,C,費用・棚卸（入力）,費用実績の入力・管理,shops.name,-,-,43
3次,費目別仕入分析,分析画面,比率,L2-C,全店舗,設定参照×設定参照,複数の費用設定の組合せ,費目÷総仕入×100,費目別仕入分析.金額税抜 ÷ SUM(費目別仕入分析.金額税抜) × 100,C,計算項目,費目別の仕入分析,monthly_costs.value,-,"仕入別分析.比率, 商品別仕入分析.比率",153
3次,進捗分析,分析画面,利益進捗率,L2-C,全店舗,複数種類混在,演算結果と予算設定の組合せ,営業利益累計÷目標利益×100,SUM(当月実績.営業利益) ÷ 予算設定.予算金額 × 100,B,計算項目,売上・利益の進捗分析,"monthly_budgets.value（予算設定画面）, monthly_budgets.profit",当月実績.営業利益,-,154
3次,進捗分析,分析画面,売上進捗率,L2-C,全店舗,複数種類混在,POS売上と予算設定の組合せ,売上累計÷目標×100,SUM(店舗別サマリー.売上（税抜）) ÷ 店舗別サマリー.売上目標 × 100,A,計算項目,売上・利益の進捗分析,"head_office_connected_service_sales_logs.sales_excluded, monthly_budgets.profit","店舗別サマリー.売上（税抜）, 店舗別サマリー.売上目標",店舗別サマリー,155
3次,進捗分析,分析画面,達成率,L2-C,全店舗,複数種類混在,POS売上と予算設定の組合せ,実績÷目標×100,当月実績.売上（税抜） ÷ 予算設定.予算金額 × 100,B,計算項目,売上・利益の進捗分析,"head_office_connected_service_sales_logs.sales_excluded, monthly_budgets.profit",当月実績.売上（税抜）,-,156
3次,進捗分析,分析画面,進捗率比較（前月）,L2-C,全店舗,複数種類混在,POS売上と予算設定の組合せ,前月比計算,当月実績.売上（税抜） ÷ 予算設定.予算金額 × 100 (前月データ),B,計算項目,売上・利益の進捗分析,"head_office_connected_service_sales_logs.sales_excluded, monthly_budgets.profit",当月実績.売上（税抜）,-,157
3次,進捗分析,分析画面,進捗率比較（前々月）,L2-C,全店舗,複数種類混在,POS売上と予算設定の組合せ,前々月比計算,当月実績.売上（税抜） ÷ 予算設定.予算金額 × 100 (前々月データ),B,計算項目,売上・利益の進捗分析,"head_office_connected_service_sales_logs.sales_excluded, monthly_budgets.profit",当月実績.売上（税抜）,-,158
