176,表示画面,予実対比(一覧),ドリンク売上ランチ,L0,C,-,POS（売上・客数）,外部連携単独,POSデータから単独取得,SUM(ドリンクかつ時間フィルタ),SUM(TITEM.sales_excluded) WHERE category = 'ドリンク' AND order_time BETWEEN 11:00 AND 15:00,-,head_office_item_sales_logs.sales_excluded,TITEM.sales_excluded,POS売上（商品別）,[外部]TITEM.sales_excluded,-,TITEM.sales_excluded → head_office_item_sales_logs.sales_excluded → 予実対比(一覧).ドリンク売上ランチ,スキーマ検証済,-,-,-
177,表示画面,予実対比(一覧),ドリンク売上ディナー,L0,C,-,POS（売上・客数）,外部連携単独,POSデータから単独取得,SUM(ドリンクかつ時間フィルタ),SUM(TITEM.sales_excluded) WHERE category = 'ドリンク' AND order_time BETWEEN 17:00 AND 23:00,-,head_office_item_sales_logs.sales_excluded,TITEM.sales_excluded,POS売上（商品別）,[外部]TITEM.sales_excluded,-,TITEM.sales_excluded → head_office_item_sales_logs.sales_excluded → 予実対比(一覧).ドリンク売上ディナー,スキーマ検証済,-,-,-
178,表示画面,予実対比(一覧),FD仕入,L0,A,-,インフォマート（仕入）,外部連携単独,インフォマート仕入データから単独取得,SUMFD,SUM(tax_excluded_total.total_tax_excluded) WHERE category IN ('フード' 'ドリンク'),-,infomart_orders.total_tax_excluded,tax_excluded_total.total_tax_excluded,インフォマート（仕入）,[外部]tax_excluded_total.total_tax_excluded,予実対比(一覧).営業利益,tax_excluded_total.total_tax_excluded → infomart_orders.total_tax_excluded → 予実対比(一覧).FD仕入,外部連携検証済,tax_excluded_total.total_tax_excluded → infomart_transactions.total_tax_excluded,-,-
179,表示画面,予実対比(一覧),フード仕入,L0,C,-,インフォマート（仕入）,外部連携単独,インフォマート仕入データから単独取得,SUMフード,SUM(tax_excluded_total.total_tax_excluded) WHERE category = 'フード',-,infomart_orders.total_tax_excluded,tax_excluded_total.total_tax_excluded,インフォマート（仕入）,[外部]tax_excluded_total.total_tax_excluded,-,tax_excluded_total.total_tax_excluded → infomart_orders.total_tax_excluded → 予実対比(一覧).フード仕入,外部連携検証済,tax_excluded_total.total_tax_excluded → infomart_transactions.total_tax_excluded,-,-
180,表示画面,予実対比(一覧),ドリンク仕入,L0,C,-,インフォマート（仕入）,外部連携単独,インフォマート仕入データから単独取得,SUMドリンク,SUM(tax_excluded_total.total_tax_excluded) WHERE category = 'ドリンク',-,infomart_orders.total_tax_excluded,tax_excluded_total.total_tax_excluded,インフォマート（仕入）,[外部]tax_excluded_total.total_tax_excluded,-,tax_excluded_total.total_tax_excluded → infomart_orders.total_tax_excluded → 予実対比(一覧).ドリンク仕入,外部連携検証済,tax_excluded_total.total_tax_excluded → infomart_transactions.total_tax_excluded,-,-
181,表示画面,予実対比(一覧),人件費,L0,A,-,KOT（勤怠・人件費）,外部連携単独,KOT/ジョブカン勤怠データから単独取得,SUM,SUM(labor_costs_logs.labor_costs),-,head_office_connected_service_labor_costs_logs.labor_costs,labor_costs_logs.labor_costs,勤怠（KOT/ジョブカン）,[外部]labor_costs_logs.labor_costs,予実対比(一覧).営業利益,labor_costs_logs.labor_costs → head_office_connected_service_labor_costs_logs.labor_costs → 予実対比(一覧).人件費,スキーマ検証済,-,-,-
182,表示画面,予実対比(一覧),固定人件費,L0,C,-,KOT（勤怠・人件費）,外部連携単独,KOT/ジョブカン勤怠データから単独取得,SUM月給者,SUM(labor_costs_logs.labor_costs) WHERE employee_type = '月給者',-,head_office_connected_service_labor_costs_logs.labor_costs,labor_costs_logs.labor_costs,勤怠（KOT/ジョブカン）,[外部]labor_costs_logs.labor_costs,-,labor_costs_logs.labor_costs → head_office_connected_service_labor_costs_logs.labor_costs → 予実対比(一覧).固定人件費,スキーマ検証済,-,-,-
183,表示画面,予実対比(一覧),PA人件費,L0,C,-,KOT（勤怠・人件費）,外部連携単独,KOT/ジョブカン勤怠データから単独取得,SUM,SUM(working_records.daily_cost),-,working_records.daily_cost,working_records.daily_cost,-,[外部]working_records.daily_cost,-,working_records.daily_cost → working_records.daily_cost → 予実対比(一覧).PA人件費,外部連携検証済,データソース: KOT（勤怠・人件費）,-,-
184,表示画面,予実対比(一覧),ヘルプ人件費,L1,C,画面間,計算項目,外部連携×外部連携,KOT内の複数データ組合せ,help_costs-help_costs_minus,店舗別人件費.ヘルプ人件費 - 店舗別人件費.ヘルプ人件費マイナス,-,"labor_costs_logs.help_costs, labor_costs_logs.help_costs_minus","help_costs, help_costs_minus",-,"店舗別人件費.ヘルプ人件費, 店舗別人件費.ヘルプ人件費マイナス",-,help_costs / help_costs_minus → labor_costs_logs.help_costs / labor_costs_logs.help_costs_minus → 予実対比(一覧).ヘルプ人件費,AI推測,-,-,-
185,表示画面,予実対比(一覧),その他経費,L3,C,-,計算項目,費用設定参照,費用設定で設定した経費項目を参照,SUM経費,SUM(monthly_costs.value) WHERE cost_type = '経費',-,monthly_costs.value,-,ユーザー入力（費用設定）,-,予実対比(一覧).営業利益,monthly_costs.value → 予実対比(一覧).その他経費,スキーマ検証済,-,-,-
186,表示画面,予実対比(一覧),地代家賃,L3,C,-,計算項目,費用設定参照,費用設定で設定した経費項目を参照,費目=家賃,monthly_costs.value WHERE cost_item = '家賃',-,monthly_costs.value,-,ユーザー入力（費用設定）,-,-,monthly_costs.value → 予実対比(一覧).地代家賃,スキーマ検証済,-,-,-
187,表示画面,予実対比(一覧),資材費,L3,C,-,計算項目,費用設定参照,費用設定で設定した経費項目を参照,費目=資材費,monthly_costs.value WHERE cost_item = '資材費',-,monthly_costs.value,-,ユーザー入力（費用設定）,-,-,monthly_costs.value → 予実対比(一覧).資材費,スキーマ検証済,-,-,-
188,表示画面,予実対比(一覧),営業利益,L4a,S,画面内,計算項目,複数種類混在,POS+インフォマート+KOT+費用設定の組合せ,売上-仕入-人件費-経費,予実対比(一覧).総売上 - 予実対比(一覧).FD仕入 - 予実対比(一覧).人件費 - 予実対比(一覧).その他経費,-,monthly_costs.value,-,ユーザー入力（費用設定）,-,-,monthly_costs.value → 予実対比(一覧).営業利益,スキーマ検証済,-,-,-
189,表示画面,年間予実対比,営業利益,L4a,S,画面間,計算項目,複数種類混在,POS+インフォマート+KOT+費用設定の組合せ,売上-仕入-人件費-経費,当月実績.売上税抜 - 予実対比.FD仕入 - 予実対比.人件費 - 予実対比.その他経費,-,monthly_costs.value,-,ユーザー入力（費用設定）,"当月実績.売上税抜, 予実対比.FD仕入, 予実対比.人件費, 予実対比.その他経費",当月実績.営業利益,monthly_costs.value → 年間予実対比.営業利益,スキーマ検証済,-,年間データの集計期間(1-12月 or 年度)が不明,年間集計の期間定義を確認必要
190,表示画面,年間予実対比,FD仕入額,L0,C,-,インフォマート（仕入）,外部連携単独,インフォマート仕入データから単独取得,SUM年間,SUM(tax_excluded_total.total_tax_excluded) GROUP BY year,-,infomart_orders.total_tax_excluded,tax_excluded_total.total_tax_excluded,インフォマート（仕入）,[外部]tax_excluded_total.total_tax_excluded,"当月実績.FD仕入額, 仕入先分析.FD仕入額, 感度分析.FD仕入額",tax_excluded_total.total_tax_excluded → infomart_orders.total_tax_excluded → 年間予実対比.FD仕入額,外部連携検証済,tax_excluded_total.total_tax_excluded → infomart_transactions.total_tax_excluded,-,-
191,表示画面,年間予実対比,人件費額,L0,C,-,KOT（勤怠・人件費）,外部連携単独,KOT/ジョブカン勤怠データから単独取得,SUM年間,SUM(labor_costs_logs.labor_costs) GROUP BY year,-,head_office_connected_service_labor_costs_logs.labor_costs,labor_costs_logs.labor_costs,勤怠（KOT/ジョブカン）,[外部]labor_costs_logs.labor_costs,"当月実績.人件費額, 予実対比.人件費額, 店舗別人件費.人件費額",labor_costs_logs.labor_costs → head_office_connected_service_labor_costs_logs.labor_costs → 年間予実対比.人件費額,スキーマ検証済,-,-,-
192,表示画面,年間予実対比,客単価,L1,A,画面間,計算項目,外部連携×外部連携,POS売上とPOS客数/商品等の組合せ,売上÷客数,当月実績.売上税抜 ÷ 感度分析.客数,-,"head_office_connected_service_sales_logs.sales_excluded, head_office_connected_service_sales_logs.customers","ZTOTAL.sales_excluded, ZTOTAL.customers",POS売上（日別集計）,"当月実績.売上税抜, 感度分析.客数","主要KPI指標.客単価, 当月実績.客単価, 時間帯別売上分析.客単価",ZTOTAL.sales_excluded / ZTOTAL.customers → head_office_connected_service_sales_logs.sales_excluded / head_office_connected_service_sales_logs.customers → 年間予実対比.客単価,スキーマ検証済,-,-,-
193,表示画面,年間予実対比(サマリー),客単価(ランチ),L1,A,画面間,計算項目,外部連携×外部連携,POS売上とPOS客数/商品等の組合せ,売上÷客数(会計日時11-15時フィルタ),時間帯別売上分析.ランチ売上税抜 ÷ 時間帯別売上分析.客数,-,"head_office_item_sales_logs.sales_excluded, head_office_connected_service_sales_logs.customers","TITEM.sales_excluded, ZTOTAL.customers","POS売上（商品別）, POS売上（日別集計）","時間帯別売上分析.ランチ売上税抜, 時間帯別売上分析.客数",-,TITEM.sales_excluded / ZTOTAL.customers → head_office_item_sales_logs.sales_excluded / head_office_connected_service_sales_logs.customers → 年間予実対比(サマリー).客単価(ランチ),スキーマ検証済,-,ランチ時間帯の客数取得方法が不明,時間帯別客数の取得ロジックを確認必要
194,表示画面,年間予実対比(サマリー),客単価(ディナー),L1,A,画面間,計算項目,外部連携×外部連携,POS売上とPOS客数/商品等の組合せ,売上÷客数(会計日時17-23時フィルタ),時間帯別売上分析.ディナー売上税抜 ÷ 時間帯別売上分析.客数,-,"head_office_item_sales_logs.sales_excluded, head_office_connected_service_sales_logs.customers","TITEM.sales_excluded, ZTOTAL.customers","POS売上（商品別）, POS売上（日別集計）","時間帯別売上分析.ディナー売上税抜, 時間帯別売上分析.客数",-,TITEM.sales_excluded / ZTOTAL.customers → head_office_item_sales_logs.sales_excluded / head_office_connected_service_sales_logs.customers → 年間予実対比(サマリー).客単価(ディナー),スキーマ検証済,-,-,-
195,表示画面,年間予実対比(サマリー),営業利益,L4a,S,画面間,計算項目,複数種類混在,POS+インフォマート+KOT+費用設定の組合せ,売上-仕入-人件費-経費,当月実績.売上税抜 - 予実対比.FD仕入 - 予実対比.人件費 - 予実対比.その他経費,-,monthly_costs.value,-,ユーザー入力（費用設定）,"当月実績.売上税抜, 予実対比.FD仕入, 予実対比.人件費, 予実対比.その他経費",-,monthly_costs.value → 年間予実対比(サマリー).営業利益,スキーマ検証済,-,-,-
196,表示画面,年間予実対比(サマリー),FD仕入額,L0,C,-,インフォマート（仕入）,外部連携単独,インフォマート仕入データから単独取得,SUM年間,SUM(tax_excluded_total.total_tax_excluded) GROUP BY year,-,infomart_orders.total_tax_excluded,tax_excluded_total.total_tax_excluded,インフォマート（仕入）,[外部]tax_excluded_total.total_tax_excluded,-,tax_excluded_total.total_tax_excluded → infomart_orders.total_tax_excluded → 年間予実対比(サマリー).FD仕入額,外部連携検証済,tax_excluded_total.total_tax_excluded → infomart_transactions.total_tax_excluded,-,-
197,表示画面,年間予実対比(サマリー),人件費額,L0,C,-,KOT（勤怠・人件費）,外部連携単独,KOT/ジョブカン勤怠データから単独取得,SUM年間,SUM(labor_costs_logs.labor_costs) GROUP BY year,-,head_office_connected_service_labor_costs_logs.labor_costs,labor_costs_logs.labor_costs,勤怠（KOT/ジョブカン）,[外部]labor_costs_logs.labor_costs,-,labor_costs_logs.labor_costs → head_office_connected_service_labor_costs_logs.labor_costs → 年間予実対比(サマリー).人件費額,スキーマ検証済,-,-,-
198,表示画面,年間予実対比(サマリー),客単価,L1,A,画面間,計算項目,外部連携×外部連携,POS売上とPOS客数/商品等の組合せ,売上÷客数,当月実績.売上税抜 ÷ 感度分析.客数,-,"head_office_connected_service_sales_logs.sales_excluded, head_office_connected_service_sales_logs.customers","ZTOTAL.sales_excluded, ZTOTAL.customers",POS売上（日別集計）,"当月実績.売上税抜, 感度分析.客数",-,ZTOTAL.sales_excluded / ZTOTAL.customers → head_office_connected_service_sales_logs.sales_excluded / head_office_connected_service_sales_logs.customers → 年間予実対比(サマリー).客単価,スキーマ検証済,-,-,-
